citekey,title,year,venue,url,matched_problems,matched_techs,grid,scenario,relevance_score,citation_count
mglm2025,Non-myopic Generation of Language Models for Reasoning and Planning,2025,ICLR,https://arxiv.org/abs/OoNazl6T7D,Agent,,,Agent,35.0,0
mgqm2025,MotionAura: Generating High-Quality and Motion Consistent Videos using Discrete Diffusion,2025,ICLR,https://arxiv.org/abs/bW9fGYo44s,Scalability|Quantization,Quantization,W×Q,LLM,31.0,0
mgvr2025,Motion-Grounded Video Reasoning: Understanding and Perceiving Motion at Pixel Level,2025,ICLR,https://arxiv.org/abs/tEei1bolt3,Agent|Scalability,,,Agent,20.0,0
mhme2025,Mamba Goes HoME: Hierarchical Soft Mixture-of-Experts for 3D Medical Image Segmentation,2025,NIPS,https://arxiv.org/abs/ztgYn0Uk94,MoE,MoE,C×G,,26.0,0
mhmi2025,Mamba-HMIL: Hierarchical Multiple Instance Learning via State Space Model for Whole Slide Image Diagnosis,2025,ICLR,https://arxiv.org/abs/0yVP49SDg0,Scalability|MoE,MoE,C×G,,31.0,0
mhom2025,Mixed Hierarchical Oracle and Multi-Agent Benchmark in Two-player Zero-sum Games,2025,ICLR,https://arxiv.org/abs/Xj6j48QIB3,Agent|Scalability,,C×G,Agent,35.0,0
mhrd2025,MobileUse: A Hierarchical Reflection-Driven GUI Agent for Autonomous Mobile Operation,2025,NIPS,https://arxiv.org/abs/KR6tnkb6h4,Agent|Scalability,,,Agent,25.0,0
mhsc2025,What Matters in Hierarchical Search for Combinatorial Reasoning Problems?,2025,ICLR,https://arxiv.org/abs/eqVu9eaVAB,Agent,,,Agent,20.0,0
miaa2025,Memory Injection Attacks on LLM Agents via Query-Only Interaction,2025,NIPS,https://arxiv.org/abs/QINnsnppv8,Agent,,,Agent,20.0,0
mico2025,MoORE: SVD-based Model MoE-ization for Conflict- and Oblivion-Resistant Multi-Task Adaptation,2025,NIPS,https://arxiv.org/abs/g42mGfR6We,Scalability|MoE,MoE,C×G,,28.0,0
mieu2025,MoIN: Mixture of Introvert Experts to Upcycle an LLM,2025,ICLR,https://arxiv.org/abs/L0PciKdHsP,MoE,MoE,C×G,LLM,26.0,0
miir2025,Mutual-Inform SMoE: Improving Routing Stability via Probabilistic Graphical Model,2025,ICLR,https://arxiv.org/abs/V7EiYG5DwZ,Scalability|MoE,MoE,C×G,,41.0,0
mirf2025,MISR: Measuring Instrumental Self-Reasoning in Frontier Models,2025,ICLR,https://arxiv.org/abs/MOEBghZGVq,Agent,,,Agent,20.0,0
mkca2025,Multi-Kernel Correlation-Attention Vision Transformer for Enhanced Contextual Understanding and Multi-Scale Integration,2025,NIPS,https://arxiv.org/abs/64WeVllQjq,Agent|Scalability,,,Agent,20.0,0
mmad2025,MarDini: Masked Autoregressive Diffusion for Video Generation at Scale,2025,ICLR,https://arxiv.org/abs/YJwnlplKQ7,Agent|Scalability,,,Agent,20.0,0
mmaf2025,MAGNET: A Multi-agent Framework for Finding Audio-Visual Needles by Reasoning over Multi-Video Haystacks,2025,NIPS,https://arxiv.org/abs/CwXyUdqFqW,Agent|Scalability,,S×G,Agent,50.0,0
mmai2025,"MAgICoRe: Multi-Agent, Iterative, Coarse-to-Fine Refinement for Reasoning",2025,ICLR,https://arxiv.org/abs/j9wBgcxa7N,Agent,,S×G,Agent,45.0,0
mmal2025,MALLM-GAN: Multi-Agent Large Language Model as Generative Adversarial Network for Synthesizing Tabular Data,2025,ICLR,https://arxiv.org/abs/8J2djeuNDN,Agent,,S×G,Agent,30.0,0
mmam2025,MLZero: A Multi-Agent System for End-to-end Machine Learning Automation,2025,NIPS,https://arxiv.org/abs/9t7gfYUp0U,Agent,,C×G,Agent,30.0,0
mmap2025,MuLan: Multimodal-LLM Agent for Progressive and Interactive Multi-Object Diffusion,2025,ICLR,https://arxiv.org/abs/Yd5MHVIKLk,Agent,,,Agent,20.0,0
mmar2025,Massively Multi-Agents Reveal That Large Language Models Can Understand Value,2025,ICLR,https://arxiv.org/abs/obYDlJN0oU,Agent,,S×G,Agent,35.0,0
mmas2025,MASIMU: Multi-Agent Speedy and Interpretable Machine Unlearning,2025,ICLR,https://arxiv.org/abs/BJfIDS5LsS,,,S×G,Agent,0,0
mmat2025,Multi-modal Agent Tuning: Building a VLM-Driven Agent for Efficient Tool Usage,2025,ICLR,https://arxiv.org/abs/0bmGL4q7vJ,Agent,,,Agent,20.0,0
mmau2025,MMAU: A Massive Multi-Task Audio Understanding and Reasoning Benchmark,2025,ICLR,https://arxiv.org/abs/TeVAZXr3yv,Agent,,,Agent,20.0,0
mmea2025,MoME: Mixture of Matryoshka Experts for Audio-Visual Speech Recognition,2025,NIPS,https://arxiv.org/abs/n6SrVj7I0g,Scalability|MoE,MoE,C×G,ASR,31.0,0
mmer2025,MoEMeta: Mixture-of-Experts Meta Learning for Few-Shot Relational Learning,2025,NIPS,https://arxiv.org/abs/QhKnVxk96T,Agent|MoE,MoE,C×G,Agent,28.0,0
mmhs2025,MetaMind: Modeling Human Social Thoughts with Metacognitive Multi-Agent Systems,2025,NIPS,https://arxiv.org/abs/rGMaZkn1ve,Agent,,S×G,Agent,35.0,0
mmia2025,Multi-Modal Interactive Agent Layer for Few-Shot Universal Cross-Domain Retrieval and Beyond,2025,NIPS,https://arxiv.org/abs/rHt6tt5RNF,Agent|Throughput,,,Agent,20.0,0
mmle2025,MoLEx: Mixture of Layer Experts for Fine-tuning with Sparse Upcycling,2025,ICLR,https://arxiv.org/abs/rWui9vLhOc,Scalability|MoE,MoE,C×G,,31.0,0
mmpq2025,MixLLM: Mixed-precision LLM Quantization with Algorithm-system Co-design,2025,ICLR,https://arxiv.org/abs/zi0XgnZlcl,Quantization,Quantization,W×Q,LLM,36.0,0
mms2025,What Matters for Model Merging at Scale?,2025,ICLR,https://arxiv.org/abs/fvUVe2gJh0,Throughput|Scalability,,,LLM,20.0,0
mmsc2025,MTBBench: A Multimodal Sequential Clinical Decision-Making Benchmark in Oncology,2025,NIPS,https://arxiv.org/abs/anzoPBV4jI,Agent|Scalability,,,Agent,20.0,0
mmsf2025,MMFNet: Multi-Scale Frequency Masking Neural Network for Multivariate Time Series Forecasting,2025,ICLR,https://arxiv.org/abs/nsozLtutE6,Agent|Scalability,,,Agent,20.0,0
mmsl2025,MotionDreamer: One-to-Many Motion Synthesis with Localized Generative Masked Transformer,2025,ICLR,https://arxiv.org/abs/d23EVDRJ6g,Scalability|Quantization,Quantization,W×Q,LLM,31.0,0
mmtm2025,MambaFormer-MOE: Mamba-Transformer-based Mixture-of-Experts for Time Series Prediction,2025,ICLR,https://arxiv.org/abs/55Ruu7bF4b,MoE,MoE,C×G,LLM,23.0,0
mmtu2025,MMTU: A Massive Multi-Task Table Understanding and Reasoning Benchmark,2025,NIPS,https://arxiv.org/abs/ryUzgwD6UQ,Agent|Scalability,,,Agent,20.0,0
mmtw2025,Mozart: Modularized and Efficient MoE Training on 3.5D Wafer-Scale Chiplet Architectures,2025,NIPS,https://arxiv.org/abs/zWHKKspghT,Scalability|MoE,MoE,C×G,,38.0,0
mmup2025,"MMPerspective: Do MLLMs Understand Perspective? A Comprehensive Benchmark for Perspective Perception, Reasoning, and Robustness",2025,NIPS,https://arxiv.org/abs/VkuNZHv1fe,Agent|Throughput|Scalability,,,Agent,25.0,0
moma2025,Multi-objective Multi-agent Reinforcement Learning with Pareto-stationary Convergence,2025,ICLR,https://arxiv.org/abs/v9fQfQ85oG,Distributed Inference|Agent,,S×G,Agent,40.0,0
mpdb2025,Matryoshka Pilot: Learning to Drive Black-Box LLMs with LLMs,2025,NIPS,https://arxiv.org/abs/KfZm1bkS8C,Agent|Throughput|Scalability,,,Agent,20.0,0
mpei2025,Mixture of Parrots: Experts improve memorization more than reasoning,2025,ICLR,https://arxiv.org/abs/9XETcRsufZ,Agent|MoE,MoE,C×G,Agent,41.0,0
mpqf2025,ARQ: A Mixed-Precision Quantization Framework for Accurate and Certifiably Robust DNNs,2025,ICLR,https://arxiv.org/abs/iXytGy9UOj,Scalability|Quantization,Quantization,W×Q,LLM,41.0,0
mpqj2025,Zero-shot Mixed Precision Quantization via Joint Optimization of Data Generation and Bit Allocation,2025,ICLR,https://arxiv.org/abs/OCHSgafZ1Y,Quantization,Quantization,W×Q,LLM,36.0,0
mpus2025,MUSTAFAR: Promoting Unstructured Sparsity for KV Cache Pruning in LLM Inference,2025,NIPS,https://arxiv.org/abs/C69741fMFX,KV Cache|Throughput,KV Cache|PD Separation,K×Q,LLM,51.0,0
mqff2025,MQFL-FHE: Multimodal Quantum Federated Learning Framework with Fully Homomorphic Encryption,2025,ICLR,https://arxiv.org/abs/wgnMdxS2nZ,MoE,MoE,C×G,多模态,26.0,0
mqmf2025,MambaQuant: Quantizing the Mamba Family with Variance Aligned Rotation Methods,2025,ICLR,https://arxiv.org/abs/KI45uDnmzv,Latency|Quantization,Quantization,W×Q,LLM,31.0,0
mqtw2025,Efficient Multi-bit Quantization Network Training via Weight Bias Correction and Bit-wise Coreset Sampling,2025,NIPS,https://arxiv.org/abs/VBKgukQlRG,Scalability|Quantization,Quantization,W×Q,LLM,28.0,0
mram2025,MoodAngels: A Retrieval-augmented Multi-agent Framework for Psychiatry Diagnosis,2025,NIPS,https://arxiv.org/abs/AWU93F6Bup,Agent|Scalability,,S×G,Agent,35.0,0
mrmp2025,Multi-Robot Motion Planning with Diffusion Models,2025,ICLR,https://arxiv.org/abs/AUCYptvAf3,,,,Agent,0,0
mrpd2025,Machine Reinforced Perturbation on Drifted Human Logical Reasoning,2025,ICLR,https://arxiv.org/abs/DjEyXTbEpa,Agent,,,Agent,20.0,0
msaa2025,MoA: Mixture of Sparse Attention for Automatic Large Language Model Compression,2025,ICLR,https://arxiv.org/abs/konDsSUSqg,KV Cache|Latency|Throughput,KV Cache|PD Separation|vLLM,K×Q,LLM,39.0,0
msam2025,MACPO: Weak-to-Strong Alignment via Multi-Agent Contrastive Preference Optimization,2025,ICLR,https://arxiv.org/abs/x1Okv4kbVR,Agent,,S×G,Agent,30.0,0
msfs2025,"Many Minds, One Goal: Time Series Forecasting via Sub-task Specialization and Inter-agent Cooperation",2025,NIPS,https://arxiv.org/abs/Uon41HfqR3,Agent|Scalability,,,Agent,30.0,0
msg2025,MagicPIG: LSH Sampling for Efficient LLM Generation,2025,ICLR,https://arxiv.org/abs/ALzTQUgW8a,KV Cache|Latency|Throughput,KV Cache,K×Q,LLM,28.0,0
msid2025,Multi-Scale Image Diffusion Transformers: Explainability Leads to Faster Training,2025,ICLR,https://arxiv.org/abs/leBbjaUxut,Scalability,PD Separation,,LLM,23.0,0
msil2025,"The Task-Based Methodology of Strong AI: Integrating LLMs, Logic Reasoning, and Multi-Blockchain Architectures",2025,NIPS,https://arxiv.org/abs/8Ow7kh78fk,Agent|Scalability,,,Agent,30.0,0
mslp2025,Multi-Scale Latent Points Consistency Models for 3D Shape Generation,2025,ICLR,https://arxiv.org/abs/92FEM1voOW,Throughput|Scalability,,,LLM,20.0,0
msms2025,Multi-scale Minimal Sufficient Representation Learning for Domain Generalization in Sleep Staging,2025,ICLR,https://arxiv.org/abs/Ww599CnVnU,Throughput|Scalability,,,LLM,20.0,0
mstp2025,Multi-scale Temporal Prediction via Incremental Generation and Multi-agent Collaboration,2025,NIPS,https://arxiv.org/abs/wTBhWbCRpN,Agent|Scalability,,S×G,Agent,45.0,0
mtdt2025,MesaTask: Towards Task-Driven Tabletop Scene Generation via 3D Spatial Reasoning,2025,NIPS,https://arxiv.org/abs/U88JlpY0vR,Agent|Scalability,,,Agent,20.0,0
mtem2025,Q-Mamba: Towards more efficient Mamba models via Post-Training Quantization,2025,ICLR,https://arxiv.org/abs/AY1S52vr0a,KV Cache|Latency|Scalability|Quantization,Quantization,W×Q,LLM,51.0,0
mthm2025,G-Memory: Tracing Hierarchical Memory for Multi-Agent Systems,2025,NIPS,https://arxiv.org/abs/mmIAp3cVS0,Agent,,S×G,Agent,30.0,0
mtid2025,Masked Temporal Interpolation Diffusion for Procedure Planning in Instructional Videos,2025,ICLR,https://arxiv.org/abs/HnpDHiItd2,Agent,,,Agent,20.0,0
mtmm2025,Q-Mamba: Towards more efficient Mamba models via Post-Training Quantization,2025,ICLR,https://arxiv.org/abs/AY1S52vr0a,Latency|Scalability|Quantization,Quantization,W×Q,LLM,46.0,0
muip2025,MQuant: Unleashing the Inference Potential of Multimodal Large Language Models via Full Static Quantization,2025,ICLR,https://arxiv.org/abs/2veex1oOtc,Latency|Quantization,Quantization,W×Q,LLM,33.0,0
murg2025,MindOmni: Unleashing Reasoning Generation in Vision Language Models with RGPO,2025,NIPS,https://arxiv.org/abs/NHz3BlszTR,Agent,PD Separation,,Agent,23.0,0
musd2025,MoESD: Unveil Speculative Decoding's Potential for Accelerating Sparse MoE,2025,NIPS,https://arxiv.org/abs/FAeU7516MR,Throughput|Speculative Decoding|MoE,Speculative Decoding|MoE,S×G,LLM,69.0,0
mvam2025,Memory-Efficient Visual Autoregressive Modeling with Scale-Aware KV Cache Compression,2025,NIPS,https://arxiv.org/abs/NFxA2Von7y,KV Cache|Throughput|Scalability,KV Cache,K×Q,LLM,48.0,0
mvlm2025,MiniDrive: More Efficient Vision-Language Models with Multi-Level 2D Features as Text Tokens for Autonomous Driving,2025,ICLR,https://arxiv.org/abs/zdKgyC2vnQ,Agent|MoE,MoE,C×G,Agent,31.0,0
mvtm2025,OPHR: Mastering Volatility Trading with Multi-Agent Deep Reinforcement Learning,2025,NIPS,https://arxiv.org/abs/2p4AtivyZz,Agent,,S×G,Agent,30.0,0
naq2025,NAQ: Nonlinearity-Aware Quantization,2025,ICLR,https://arxiv.org/abs/EWiWMoynco,Quantization,Quantization,W×Q,LLM,23.0,0
naqb2025,Neural Network Adaptive Quantization based on Bayesian Deep Learning,2025,ICLR,https://arxiv.org/abs/OyAMxlDikl,Quantization,Quantization,W×Q,LLM,36.0,0
natt2025,NetMoE: Accelerating MoE Training through Dynamic Sample Placement,2025,ICLR,https://arxiv.org/abs/1qP3lsatCR,Distributed Inference|MoE,MoE,C×G,,41.0,0
nbae2025,Deep RL Needs Deep Behavior Analysis: Exploring Implicit Planning by Model-Free Agents in Open-Ended Environments,2025,NIPS,https://arxiv.org/abs/QD06Qv7O0P,Agent,,,Agent,30.0,0
ncda2025,Networked Communication for Decentralised Agents in Mean-Field Games,2025,ICLR,https://arxiv.org/abs/o4byGNa98y,Agent,,C×G,Agent,20.0,0
ndlr2025,Neural Description Logic Reasoning over Incomplete Knowledge Bases,2025,ICLR,https://arxiv.org/abs/4qRCiEZGKd,Agent|Scalability,,,Agent,20.0,0
ndnc2025,NSNQuant: A Double Normalization Approach for Calibration-Free Low-Bit Vector Quantization of KV Cache,2025,NIPS,https://arxiv.org/abs/boNYskaXnO,KV Cache|Throughput|Quantization,KV Cache|Quantization,K×Q,LLM,71.0,0
nftl2025,Nemotron-Flash: Towards Latency-Optimal Hybrid Small Language Models,2025,NIPS,https://arxiv.org/abs/KTDAbnFsQj,Latency|Throughput,,,LLM,20.0,0
nimr2025,NoisyGRPO: Incentivizing Multimodal CoT Reasoning via Noise Injection and Bayesian Estimation,2025,NIPS,https://arxiv.org/abs/rH0aOLyjYQ,Agent|Scalability,,,Agent,20.0,0
nlas2025,Nearly Lossless Adaptive Bit Switching,2025,ICLR,https://arxiv.org/abs/sYGNCscE9M,Scalability|Quantization,Quantization,W×Q,LLM,44.0,0
nlna2025,Jet-Nemotron: Efficient Language Model with Post Neural Architecture Search,2025,NIPS,https://arxiv.org/abs/WZQXaTNYEB,Throughput|Scalability|MoE,MoE|PD Separation,C×G,LLM,31.0,0
nndt2025,Neural Networks Decoded: Targeted and Robust Analysis of Neural Network Decisions via Causal Explanations and Reasoning,2025,ICLR,https://arxiv.org/abs/b5CEjE4zyL,Agent,PD Separation,,Agent,23.0,0
nnpe2025,NeSyPr: Neurosymbolic Proceduralization For Efficient Embodied Reasoning,2025,NIPS,https://arxiv.org/abs/a8sJEH4Cjb,Agent|Latency|Scalability,,,Agent,30.0,0
nplk2025,Neural Probabilistic Logic Learning for Knowledge Graph Reasoning,2025,ICLR,https://arxiv.org/abs/EGxgZzDODh,Agent|Scalability,,,Agent,20.0,0
npmp2025,"NestedFP: High-Performance, Memory-Efficient Dual-Precision Floating Point Support for LLMs",2025,NIPS,https://arxiv.org/abs/WDAKFpWftI,Throughput|Quantization,Quantization,W×Q,LLM,36.0,0
nqoc2025,Navigation with QPHIL: Offline Goal-Conditioned RL in a Learned Discretized Space,2025,ICLR,https://arxiv.org/abs/Uxm7DxPwrZ,Agent|Quantization,Quantization,W×Q,Agent,36.0,0
nrtn2025,Noise-Robustness Through Noise: A Framework combining Asymmetric LoRA with Poisoning MoE,2025,NIPS,https://arxiv.org/abs/YtwEVr2ONF,MoE,MoE,C×G,,36.0,0
nrvr2025,NoisyRollout: Reinforcing Visual Reasoning with Data Augmentation,2025,NIPS,https://arxiv.org/abs/9zD2i7YRot,Agent|Scalability,,,Agent,25.0,0
nsma2025,Nexus: Specialization meets Adaptability for Efficiently Training Mixture of Experts,2025,ICLR,https://arxiv.org/abs/WkHkwo8rpL,Scalability|MoE,MoE,C×G,,41.0,0
nsme2025,NanoMoE: Scaling Mixture of Experts to Individual Layers for Parameter-Efficient Deep Learning,2025,ICLR,https://arxiv.org/abs/04RLVxDvig,MoE,MoE,C×G,,46.0,0
ntft2025,Needle Threading: Can LLMs Follow Threads Through Near-Million-Scale Haystacks?,2025,ICLR,https://arxiv.org/abs/wHLMsM1SrP,Agent|Scalability,,,Agent,20.0,0
oasi2025,OASIS: Open Agents Social Interaction Simulations on a Large Scale,2025,ICLR,https://arxiv.org/abs/JBzTculaVV,Agent|Scalability,,,Agent,35.0,0
obac2025,OrgAccess: A Benchmark for Role‑Based Access Control in Organization Scale LLMs,2025,NIPS,https://arxiv.org/abs/oyjdyS7hBZ,Agent|Scalability,,,Agent,20.0,0
ocdm2025,T1: A Tool-Oriented Conversational Dataset for Multi-Turn Agentic Planning,2025,NIPS,https://arxiv.org/abs/pEUknKjOoW,Agent,,,Agent,30.0,0
ocea2025,Ada-KV: Optimizing KV Cache Eviction by Adaptive Budget Allocation for Efficient LLM Inference,2025,NIPS,https://arxiv.org/abs/tcisuhGsQZ,KV Cache|Throughput,KV Cache,K×Q,LLM,28.0,0
ocvo2025,"OmniDraft: A cross-vocabulary, online adaptive drafter for on-device speculative decoding",2025,NIPS,https://arxiv.org/abs/RALtozQipi,KV Cache|Agent|Latency|Speculative Decoding,Speculative Decoding,S×G,Agent,51.0,0
oema2025,Odyssey: Empowering Minecraft Agents with Open-World Skills,2025,ICLR,https://arxiv.org/abs/vtGLtSxtqv,Agent,,,Agent,20.0,0
ofca2025,OpenCUA: Open Foundations for Computer-Use Agents,2025,NIPS,https://arxiv.org/abs/6iRZvJiC9Q,Agent|Scalability,,,Agent,30.0,0
oibe2025,OCRBench v2: An Improved Benchmark for Evaluating Large Multimodal Models on Visual Text Localization and Reasoning,2025,NIPS,https://arxiv.org/abs/Vb6i3Dp24N,Agent|Scalability,,,Agent,20.0,0
oimi2025,High-order Interactions Modeling for Interpretable Multi-Agent Q-Learning,2025,NIPS,https://arxiv.org/abs/JZ1fVVS3uk,Agent,,S×G,Agent,30.0,0
oird2025,Online Intrinsic Rewards for Decision Making Agents from Large Language Model Feedback,2025,ICLR,https://arxiv.org/abs/ln2k0PqVQA,Distributed Inference|Agent,,,Agent,20.0,0
oirr2025,Optimizing Inference-Time Reasoning in LLMs via Retrieval-Augmented Reflection,2025,ICLR,https://arxiv.org/abs/ElYRG3pJcv,,,,LLM,0,0
olsa2025,OpenWaves: A Large-Scale Anatomically Realistic Ultrasound-CT Dataset for Benchmarking Neural Wave Equation Solvers,2025,ICLR,https://arxiv.org/abs/u14Y236LwX,Scalability,,,,20.0,0
omar2025,Offline Multi-agent Reinforcement Learning with Sequential Score Decomposition,2025,ICLR,https://arxiv.org/abs/mc97L2QVIa,Agent,,S×G,Agent,30.0,0
omel2025,OLMoE: Open Mixture-of-Experts Language Models,2025,ICLR,https://arxiv.org/abs/xXTkbTBmqq,MoE,MoE,C×G,LLM,23.0,0
omer2025,Online Mixture of Experts: No-Regret Learning for Optimal Collective Decision-Making,2025,NIPS,https://arxiv.org/abs/Zfgvo65gxm,MoE,MoE,C×G,,36.0,0
oncd2025,Optimal Neural Compressors for the Rate-Distortion-Perception Tradeoff,2025,NIPS,https://arxiv.org/abs/ZAKpELpclI,Quantization,Quantization|PD Separation,W×Q,LLM,21.0,0
oocs2025,OSCAR: Operating System Control via State-Aware Reasoning and Re-Planning,2025,ICLR,https://arxiv.org/abs/VuTrZzrPfn,Agent,,,Agent,35.0,0
ooee2025,Optima: Optimizing Effectiveness and Efficiency for LLM-Based Multi-Agent System,2025,ICLR,https://arxiv.org/abs/c4w1TqcSi0,Agent|Scalability,,S×G,Agent,40.0,0
ooma2025,Near-Optimal Online Learning for Multi-Agent Submodular Coordination: Tight Approximation and Communication Efficiency,2025,ICLR,https://arxiv.org/abs/i8dYPGdB1C,Agent,,C×G,Agent,35.0,0
orll2025,OSTQuant: Refining Large Language Model Quantization with Orthogonal and Scaling Transformations for Better Distribution Fitting,2025,ICLR,https://arxiv.org/abs/rAcgDBdKnP,Quantization,Quantization,W×Q,LLM,23.0,0
osop2025,OccVAR: Scalable 4D Occupancy Prediction via Next-Scale Prediction,2025,ICLR,https://arxiv.org/abs/X2HnTFsFm8,Latency|Scalability,,,,20.0,0
owgm2025,OWL: Optimized Workforce Learning for General Multi-Agent Assistance in Real-World Task Automation,2025,NIPS,https://arxiv.org/abs/MBJ46gd1CT,Agent,,S×G,Agent,35.0,0
paa2025,Planning and Learning in Average Risk-aware MDPs,2025,NIPS,https://arxiv.org/abs/j6DPMcyjMG,Agent,,,Agent,20.0,0
paco2025,High-Performance Arithmetic Circuit Optimization via Differentiable Architecture Search,2025,NIPS,https://arxiv.org/abs/dtsYpcJr1R,Agent|Latency|Scalability,,,Agent,20.0,0
papc2025,PrefixKV: Adaptive Prefix KV Cache is What Vision Instruction-Following Models Need for Efficient Generation,2025,NIPS,https://arxiv.org/abs/tDG6bY48ch,KV Cache|Agent,KV Cache,K×Q,Agent,28.0,0
parg2025,Planning Anything with Rigor: General-Purpose Zero-Shot Planning with LLM-based Formalized Programming,2025,ICLR,https://arxiv.org/abs/0K1OaL6XuK,Agent|Throughput,,C×G,Agent,25.0,0
paro2025,Principal-Agent Reinforcement Learning: Orchestrating AI Agents with Contracts,2025,ICLR,https://arxiv.org/abs/BGppv7fa3K,Agent|Scalability,,,Agent,25.0,0
pavr2025,PhysVLM-AVR: Active Visual Reasoning for Multimodal Large Language Models in Physical Environments,2025,NIPS,https://arxiv.org/abs/AYDMNzpJPv,Agent|Scalability,,,Agent,25.0,0
pbad2025,"Private Blind Model Averaging – Distributed, Non-interactive, and Convergent",2025,ICLR,https://arxiv.org/abs/NqkSUwMc0K,Distributed Inference|Throughput,,,LLM,20.0,0
pber2025,PuzzlePlex: A Benchmark to Evaluate the Reasoning and Planning of Large Language Models on Puzzles,2025,ICLR,https://arxiv.org/abs/GT4gMdvVFp,Agent,,,Agent,30.0,0
pbpc2025,POGEMA: A Benchmark Platform for Cooperative Multi-Agent Pathfinding,2025,ICLR,https://arxiv.org/abs/6VgwE2tCRm,Agent,,S×G,Agent,30.0,0
pbpr2025,PARTNR: A Benchmark for Planning and Reasoning in Embodied Multi-agent Tasks,2025,ICLR,https://arxiv.org/abs/T5QLRRHyL1,Agent,,S×G,Agent,60.0,0
pbr2025,PuzzleJax: a Benchmark for Reasoning and Learning,2025,NIPS,https://arxiv.org/abs/jADagw65fi,Agent,,,Agent,20.0,0
pcar2025,Preference-based Credit Assignment for Reinforcement Learning with Delayed and Noised Rewards,2025,ICLR,https://arxiv.org/abs/fHNpXyhrTC,Agent|Latency,,,Agent,20.0,0
pcat2025,PaCA: Partial Connection Adaptation for Efficient Fine-Tuning,2025,ICLR,https://arxiv.org/abs/iYkhxre0In,Latency|Throughput|Quantization,Quantization,W×Q,LLM,23.0,0
pcbc2025,PALMBENCH: A COMPREHENSIVE BENCHMARK OF COMPRESSED LARGE LANGUAGE MODELS ON MOBILE PLATFORMS,2025,ICLR,https://arxiv.org/abs/xzSUdw6s76,Latency|Throughput|Scalability|Quantization,Quantization,W×Q,LLM,41.0,0
pcit2025,Seq-VCR: Preventing Collapse in Intermediate Transformer Representations for Enhanced Reasoning,2025,ICLR,https://arxiv.org/abs/30oIfmrcFO,Agent,PD Separation,,Agent,23.0,0
pcma2025,Policy Consistency in Multi-Agent Reinforcement Learning with Mixed Reward,2025,ICLR,https://arxiv.org/abs/GRXlkYg7Nz,Agent,,S×G,Agent,30.0,0
pcms2025,Place Cells as Multi-Scale Position Embeddings: Random Walk Transition Kernels for Path Planning,2025,NIPS,https://arxiv.org/abs/eFB9VlI3ew,Agent|Scalability,,,Agent,30.0,0
pcsp2025,Co-PatcheR: Collaborative Software Patching with Component-specific Small Reasoning Models,2025,NIPS,https://arxiv.org/abs/zhFEO67s5w,Agent,,,Agent,20.0,0
pctc2025,Preserving LLM Capabilities through Calibration Data Curation: From Analysis to Optimization,2025,NIPS,https://arxiv.org/abs/Tf9eoTIIjh,Agent|Throughput|Scalability|Quantization,Quantization,W×Q,Agent,38.0,0
pcuq2025,Progressive Compression with Universally Quantized Diffusion Models,2025,ICLR,https://arxiv.org/abs/CxXGvKRDnL,Quantization,Quantization|PD Separation,W×Q,LLM,44.0,0
pdcc2025,PyramidKV: Dynamic KV Cache Compression based on Pyramidal Information Funneling,2025,ICLR,https://arxiv.org/abs/jZVNmDiU86,KV Cache,KV Cache,K×Q,,23.0,0
pdet2025,pMoE: Prompting Diverse Experts Together Wins More in Visual Adaptation,2025,ICLR,https://arxiv.org/abs/scozdyKzET,MoE,MoE,C×G,,23.0,0
pdmh2025,All-in-One: Prompt-Driven Mixture of Hallucination-Aware Experts for Universal Anomaly Detection Across Multi-Modal Multi-Organ Medical Images,2025,ICLR,https://arxiv.org/abs/TjTe2sEOMP,MoE,MoE|PD Separation,C×G,多模态,34.0,0
pdpl2025,Planning-Driven Programming: A Large Language Model Programming Workflow,2025,ICLR,https://arxiv.org/abs/Fr6bjeqRec,Agent,,,Agent,20.0,0
pdps2025,Preble: Efficient Distributed Prompt Scheduling for LLM Serving,2025,ICLR,https://arxiv.org/abs/meKEKDhdnx,Distributed Inference|Latency|Throughput,,,LLM,35.0,0
peps2025,Planning with MCTS: Enhancing Problem-Solving in Large Language Models,2025,ICLR,https://arxiv.org/abs/sdpVfWOUQA,Agent,,,Agent,25.0,0
peri2025,PeRL: Permutation-Enhanced Reinforcement Learning for Interleaved Vision-Language Reasoning,2025,NIPS,https://arxiv.org/abs/hUCgQWItCX,Agent|Throughput,,,Agent,20.0,0
pfqt2025,Q-Palette: Fractional-Bit Quantizers Toward Optimal Bit Allocation for Efficient LLM Deployment,2025,NIPS,https://arxiv.org/abs/l4F50jpiVH,Latency|Throughput|Quantization,Quantization,W×Q,LLM,46.0,0
pgra2025,Plan-RAG: Planning-guided Retrieval Augmented Generation,2025,ICLR,https://arxiv.org/abs/cUuOKnjVQJ,Agent,,,Agent,20.0,0
phcp2025,Pragmatic Heterogeneous Collaborative Perception via Generative Communication Mechanism,2025,NIPS,https://arxiv.org/abs/CYG3kmFsgM,Agent|Throughput|Scalability,,C×G,Agent,20.0,0
pipi2025,Prompt Infection: LLM-to-LLM Prompt Injection within Multi-Agent Systems,2025,ICLR,https://arxiv.org/abs/NAbqM2cMjD,Agent,,S×G,Agent,30.0,0
pise2025,ParetoQ: Improving Scaling Laws in Extremely Low-bit LLM Quantization,2025,NIPS,https://arxiv.org/abs/PMSNd8xTHp,Quantization,Quantization,W×Q,LLM,36.0,0
